pid,seed,cost,incb
296,578,13.273107,"{'avg_value': 0.11112763306957985, 'avg_value_by_weight': 0.6284517363008602, 'max_value': -0.9703221181812851, 'max_value_by_weight': -0.023336667382463983, 'min_value': 0.587151318664999, 'min_value_by_weight': -0.34560233842176524, 'weight': -0.2128166378186549}"
297,578,60.583727,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
298,578,30.274143000000002,"{'avg_value': 0.3314658594236519, 'avg_value_by_weight': 0.7358199529664669, 'max_value': -0.8167082395725644, 'max_value_by_weight': 0.7081389624126733, 'min_value': -0.2511901895818376, 'min_value_by_weight': 0.49521577695801056, 'weight': 0.09187965629866102}"
299,578,14.952648,"{'avg_value': -0.09909437754355388, 'avg_value_by_weight': 0.9737329948183717, 'max_value': -0.8825076231435482, 'max_value_by_weight': 0.4871647595260806, 'min_value': -0.015667975467770878, 'min_value_by_weight': 0.5837602567897964, 'weight': 0.5802169808937085}"
300,578,15.455127000000001,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
301,578,18.992269,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
302,578,12.467792999999999,"{'avg_value': -0.829250370766806, 'avg_value_by_weight': 0.7284187041900076, 'max_value': -0.9822039699412374, 'max_value_by_weight': 0.2009597576580433, 'min_value': 0.8139679431675901, 'min_value_by_weight': 0.9123441306252866, 'weight': 0.4123099063405524}"
303,470,12.733721000000001,"{'avg_value': -0.6785447075973894, 'avg_value_by_weight': 0.43398743973531295, 'max_value': -0.6790526114175703, 'max_value_by_weight': 0.03680013615762889, 'min_value': 0.7490077515876474, 'min_value_by_weight': 0.20433527809673446, 'weight': -0.16288437019536683}"
304,1337,10.459204,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
305,578,25.595585999999997,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
306,470,11.944813,"{'avg_value': -0.906151322460811, 'avg_value_by_weight': 0.7675996945313537, 'max_value': -0.6875692998074749, 'max_value_by_weight': -0.27929243257488223, 'min_value': 0.6426917644419023, 'min_value_by_weight': 0.3943939836972463, 'weight': 0.4269890265968239}"
307,1337,15.959933,"{'avg_value': -0.206857694447113, 'avg_value_by_weight': 0.9409610555575751, 'max_value': -0.9560967418302004, 'max_value_by_weight': 0.2875858368808224, 'min_value': 0.1703896329123018, 'min_value_by_weight': 0.4440176537136804, 'weight': 0.8429532356077476}"
308,1337,8.700325000000001,"{'avg_value': -0.7932354076739877, 'avg_value_by_weight': 0.9576611173534186, 'max_value': -0.7294737139602139, 'max_value_by_weight': -0.7183235826967465, 'min_value': 0.8713303801653407, 'min_value_by_weight': 0.4363614646988949, 'weight': -0.45270169776639924}"
309,1337,12.804025000000001,"{'avg_value': 0.07902976321143407, 'avg_value_by_weight': 0.9155888694714878, 'max_value': -0.8437536036244637, 'max_value_by_weight': -0.36179540386627485, 'min_value': 0.2919314944029836, 'min_value_by_weight': -0.06290372897220242, 'weight': 0.23041632996728545}"
310,1337,14.787718,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
311,1337,11.660154,"{'avg_value': -0.6482686674618235, 'avg_value_by_weight': 0.9468860203797138, 'max_value': -0.4287569196740145, 'max_value_by_weight': -0.3139718206166169, 'min_value': 0.48645800963086683, 'min_value_by_weight': 0.10133368048285196, 'weight': -0.062157434786432875}"
312,578,65.05019899999999,"{'avg_value': -0.40252595089399157, 'avg_value_by_weight': 0.48855290039039967, 'max_value': -0.5532760210840175, 'max_value_by_weight': 0.5747122164832372, 'min_value': 0.8113041999656603, 'min_value_by_weight': -0.3115919861966303, 'weight': 0.04983665101845092}"
313,578,11.910819,"{'avg_value': -0.8223266116289183, 'avg_value_by_weight': 0.8348582861971547, 'max_value': -0.9073153143175016, 'max_value_by_weight': -0.39041126312924, 'min_value': 0.8066754897921369, 'min_value_by_weight': 0.8704806344573188, 'weight': 0.8959806518872699}"
314,578,13.874481,"{'avg_value': -0.8778313793304884, 'avg_value_by_weight': 0.18234345738394264, 'max_value': -0.8997590312935169, 'max_value_by_weight': 0.2386538809155745, 'min_value': 0.6333919673777724, 'min_value_by_weight': 0.7436202878611478, 'weight': 0.6203863732445949}"
315,470,17.253591,"{'avg_value': -0.601730445969253, 'avg_value_by_weight': 0.4501397904406297, 'max_value': -0.594808773853039, 'max_value_by_weight': 0.42111768872766553, 'min_value': 0.5373162844044983, 'min_value_by_weight': -0.13998411554499612, 'weight': 0.22916680431210934}"
316,578,18.549416,"{'avg_value': -0.8778313793304884, 'avg_value_by_weight': 0.18234345738394264, 'max_value': -0.8997590312935169, 'max_value_by_weight': 0.2386538809155745, 'min_value': 0.6333919673777724, 'min_value_by_weight': 0.7436202878611478, 'weight': 0.6203863732445949}"
317,1337,65.474495,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
318,1337,15.20205,"{'avg_value': -0.20836210728343563, 'avg_value_by_weight': 0.781265727391194, 'max_value': -0.320029733334932, 'max_value_by_weight': -0.613677098975185, 'min_value': 0.2995702320242484, 'min_value_by_weight': 0.6049936971349235, 'weight': 0.4248678590215922}"
319,1337,11.890685,"{'avg_value': -0.8393345054257735, 'avg_value_by_weight': 0.9780122539595035, 'max_value': -0.8815799717120603, 'max_value_by_weight': -0.7150787104081924, 'min_value': 0.6961003761348357, 'min_value_by_weight': -0.1391695451953815, 'weight': -0.7252338111580223}"
320,578,14.666876,"{'avg_value': -0.6113675186886485, 'avg_value_by_weight': 0.7013131190679323, 'max_value': -0.9432597398144151, 'max_value_by_weight': 0.7931728214552152, 'min_value': 0.6816531705412248, 'min_value_by_weight': 0.8346401658636342, 'weight': 0.7252516239601479}"
321,470,19.323466,"{'avg_value': -0.9639407985775577, 'avg_value_by_weight': 0.7543414612620205, 'max_value': -0.5005026358801743, 'max_value_by_weight': -0.4187590902210634, 'min_value': 0.6485666065976967, 'min_value_by_weight': 0.22223479212804076, 'weight': 0.4269890265968239}"
322,1337,24.370881999999998,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
323,578,21.313537999999998,"{'avg_value': -0.33956295975596706, 'avg_value_by_weight': 0.9084915906199853, 'max_value': -0.8083597151731083, 'max_value_by_weight': 0.9875101351742275, 'min_value': 0.679572579506935, 'min_value_by_weight': -0.9677546559272503, 'weight': 0.06990492491608458}"
324,578,23.445569,"{'avg_value': -0.8059172829878545, 'avg_value_by_weight': 0.8520060484654326, 'max_value': -0.8702888065073928, 'max_value_by_weight': 0.6737837142931855, 'min_value': 0.9809674073013297, 'min_value_by_weight': 0.9451523457933204, 'weight': -0.2097709417150757}"
325,578,11.464923,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
326,1337,36.307919,"{'avg_value': -0.7043664017173603, 'avg_value_by_weight': 0.4512505843380217, 'max_value': -0.5663133988519258, 'max_value_by_weight': 0.8426127772687722, 'min_value': 0.14741928789535352, 'min_value_by_weight': 0.2813198675035824, 'weight': 0.25019199629637257}"
327,1337,35.597419,"{'avg_value': 0.7280712832964216, 'avg_value_by_weight': 0.5537143661245418, 'max_value': -0.8077936697835091, 'max_value_by_weight': -0.31543961157238276, 'min_value': -0.33202726398902027, 'min_value_by_weight': 0.8447999222418232, 'weight': 0.8043171105553946}"
328,578,16.497747,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
329,578,32.409427,"{'avg_value': -0.6565200261154036, 'avg_value_by_weight': 0.967347721535726, 'max_value': -0.7401825390727426, 'max_value_by_weight': 0.8014050870495275, 'min_value': 0.016391579731786843, 'min_value_by_weight': 0.5004601564322844, 'weight': 0.9379826272326957}"
330,578,14.334597,"{'avg_value': -0.6749183200684863, 'avg_value_by_weight': 0.4058559462504914, 'max_value': -0.5285662657234096, 'max_value_by_weight': 0.5939663739817072, 'min_value': 0.5412807894221046, 'min_value_by_weight': -0.3035994629864338, 'weight': 0.3412721491770909}"
331,578,17.263797,"{'avg_value': -0.5132567400697734, 'avg_value_by_weight': 0.577396963523056, 'max_value': -0.9721351279576997, 'max_value_by_weight': 0.6710464273004844, 'min_value': 0.7264333681993187, 'min_value_by_weight': 0.8898779532661267, 'weight': 0.8772761228087236}"
332,578,12.64759,"{'avg_value': -0.8359750942666477, 'avg_value_by_weight': 0.8895315005964579, 'max_value': -0.8852929994477428, 'max_value_by_weight': 0.18523774465825094, 'min_value': 0.5861455552611079, 'min_value_by_weight': 0.5790161293423661, 'weight': 0.5989446951032349}"
333,578,18.752851000000003,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
334,578,29.464682,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
335,578,23.316924,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
336,578,24.138046,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
337,1337,17.667347000000003,"{'avg_value': -0.8972892982355833, 'avg_value_by_weight': -0.08277419838357825, 'max_value': -0.6695842772112257, 'max_value_by_weight': 0.9988608690677767, 'min_value': 0.9680758444301945, 'min_value_by_weight': 0.650752450983249, 'weight': 0.7394586007118293}"
338,578,16.785109,"{'avg_value': -0.7619457105978693, 'avg_value_by_weight': 0.7111407941732144, 'max_value': -0.5613536837047737, 'max_value_by_weight': 0.6839592402728383, 'min_value': 0.4090100698973944, 'min_value_by_weight': -0.47282001516031524, 'weight': 0.07969310821862075}"
339,578,7.192315,"{'avg_value': -0.7893578937686634, 'avg_value_by_weight': 0.7822363299623516, 'max_value': -0.9503537130376741, 'max_value_by_weight': -0.5172620112305012, 'min_value': 0.5617511964335644, 'min_value_by_weight': 0.558811037566048, 'weight': 0.22493189084342458}"
340,1337,26.124122,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
341,1337,19.331359,"{'avg_value': -0.4320648494106113, 'avg_value_by_weight': 0.5121890338532704, 'max_value': -0.6714885632985601, 'max_value_by_weight': 0.1778457190822229, 'min_value': 0.10296442070264145, 'min_value_by_weight': 0.807682096199777, 'weight': 0.524355747837707}"
342,1337,31.273766,"{'avg_value': -0.08289755471514837, 'avg_value_by_weight': 0.8442785961132273, 'max_value': -0.8480807345640111, 'max_value_by_weight': -0.2628564637337877, 'min_value': 0.3273480904358843, 'min_value_by_weight': 0.21424152507132965, 'weight': 0.12621462468836064}"
343,578,10.98586,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
344,578,22.627171999999998,"{'avg_value': -0.7637672333789031, 'avg_value_by_weight': 0.8531520780995656, 'max_value': -0.9826136390910748, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.5338318212524265, 'min_value_by_weight': 0.5033330208997615, 'weight': 0.14309565244503264}"
345,578,21.906901,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
346,578,10.224205999999999,"{'avg_value': -0.6260431369647506, 'avg_value_by_weight': 0.9884456084035838, 'max_value': -0.967230958472223, 'max_value_by_weight': 0.9616299356898561, 'min_value': 0.9518896276582123, 'min_value_by_weight': 0.11073726870536538, 'weight': 0.4679119819288573}"
347,578,11.515088,"{'avg_value': -0.8339569374347529, 'avg_value_by_weight': 0.8307172615642069, 'max_value': -0.9180263255966044, 'max_value_by_weight': -0.05899745790743205, 'min_value': 0.9154047183574161, 'min_value_by_weight': 0.8369560119645216, 'weight': 0.1382319205757656}"
348,578,14.280764999999999,"{'avg_value': -0.46470010356268354, 'avg_value_by_weight': 0.7227481749183435, 'max_value': -0.9429309254490758, 'max_value_by_weight': 0.1359778927231714, 'min_value': 0.570939676170334, 'min_value_by_weight': 0.3866077971462456, 'weight': 0.4386068683215536}"
349,578,20.98183,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
350,578,19.554932,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
351,578,23.645560000000003,"{'avg_value': 0.0849420340922944, 'avg_value_by_weight': 0.8846323678130741, 'max_value': -0.27570303894755166, 'max_value_by_weight': 0.16469996291567357, 'min_value': 0.4726281844183111, 'min_value_by_weight': 0.8318545671996551, 'weight': 0.5040749486146903}"
352,578,9.187969,"{'avg_value': -0.8175499988405421, 'avg_value_by_weight': 0.9919824691000132, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.17066367627974, 'min_value': 0.6181545441655985, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.7666042144640963}"
353,578,16.246603,"{'avg_value': -0.6563062393714034, 'avg_value_by_weight': 0.7121875698930717, 'max_value': -0.9431350282447126, 'max_value_by_weight': 0.0239468355445438, 'min_value': 0.7551832818506019, 'min_value_by_weight': 0.8024894694825049, 'weight': 0.35409173534976723}"
354,1337,25.740782,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
355,578,12.124941000000002,"{'avg_value': -0.7910024561052655, 'avg_value_by_weight': 0.8434993293111019, 'max_value': -0.6951473548523195, 'max_value_by_weight': 0.6526154336472552, 'min_value': 0.8391242861081443, 'min_value_by_weight': 0.5980143430098694, 'weight': 0.5709827571836128}"
356,578,12.009432,"{'avg_value': -0.6707739977081769, 'avg_value_by_weight': 0.9491576570226785, 'max_value': -0.9927239675301149, 'max_value_by_weight': 0.022582084765776056, 'min_value': 0.8015188358147043, 'min_value_by_weight': 0.9454622313911121, 'weight': 0.582388031100151}"
357,578,11.005066,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
358,1337,25.280941,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
359,1337,18.337303000000002,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
360,578,23.252003,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
361,578,25.958596,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
362,578,46.785332,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
363,578,10.263598,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
364,1337,20.863000000000003,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
365,1337,8.323096,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
366,578,14.575813,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7591382197584211, 'max_value': -0.9631547016304036, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.7148583481550073, 'min_value_by_weight': 0.8042048060574165, 'weight': 0.5462464179621329}"
367,578,7.019608,"{'avg_value': -0.7487244659442782, 'avg_value_by_weight': 0.7647737692520791, 'max_value': -0.5697493391410755, 'max_value_by_weight': 0.32407132509362957, 'min_value': 0.8626168802461078, 'min_value_by_weight': 0.9459306671845016, 'weight': 0.3656845992661486}"
368,1337,46.415487,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
369,1337,20.044892,"{'avg_value': -0.5606884851584515, 'avg_value_by_weight': -0.8379749510184025, 'max_value': -0.8555948878162796, 'max_value_by_weight': 0.9037780950294496, 'min_value': 0.5041272349501047, 'min_value_by_weight': 0.9590395088362447, 'weight': 0.7676506813726007}"
370,470,23.684316,"{'avg_value': -0.7908296658688301, 'avg_value_by_weight': 0.5249571991059487, 'max_value': -0.5846342925669594, 'max_value_by_weight': 0.2609425274932613, 'min_value': 0.6399499171719807, 'min_value_by_weight': 0.34306125670200194, 'weight': 0.23344711756026082}"
371,1337,22.235314000000002,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
372,1337,20.206165,"{'avg_value': -0.5956112267388212, 'avg_value_by_weight': 0.4093341463302975, 'max_value': -0.8533230521246284, 'max_value_by_weight': 0.11229652965931791, 'min_value': 0.24707359859844935, 'min_value_by_weight': 0.9849491612533583, 'weight': 0.48637947840869966}"
373,470,27.999665,"{'avg_value': -0.7934026044263176, 'avg_value_by_weight': 0.9010204880232686, 'max_value': -0.6318131417276329, 'max_value_by_weight': -0.24087004916743426, 'min_value': 0.6651165248801816, 'min_value_by_weight': 0.32486451134932626, 'weight': 0.31186156568166545}"
374,1337,15.076518,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
375,470,15.098371,"{'avg_value': -0.9639407985775577, 'avg_value_by_weight': 0.7543414612620205, 'max_value': -0.5005026358801743, 'max_value_by_weight': -0.4187590902210634, 'min_value': 0.6485666065976967, 'min_value_by_weight': 0.22223479212804076, 'weight': 0.4269890265968239}"
376,578,22.881279,"{'avg_value': -0.9292849363034396, 'avg_value_by_weight': 0.9728542740444115, 'max_value': -0.9431350282447126, 'max_value_by_weight': 0.05160604758135712, 'min_value': 0.7891817558950907, 'min_value_by_weight': 0.8333726551580429, 'weight': 0.4044139607986472}"
377,578,15.373973999999999,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
378,578,18.567111,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
379,578,26.084395,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
380,578,12.501085999999999,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
381,578,32.692519000000004,"{'avg_value': -0.8091169068322444, 'avg_value_by_weight': 0.7743777133755467, 'max_value': -0.9431350282447126, 'max_value_by_weight': -0.032545302493439454, 'min_value': 0.817824996990254, 'min_value_by_weight': 0.7668562839467472, 'weight': 0.457748225151674}"
382,578,24.222586,"{'avg_value': -0.26757176979528563, 'avg_value_by_weight': 0.5364000126384019, 'max_value': -0.9075575623935641, 'max_value_by_weight': 0.4968980858620964, 'min_value': 0.07855546243613842, 'min_value_by_weight': 0.6956629004094534, 'weight': 0.3150625469552908}"
383,578,20.236905,"{'avg_value': -0.9670309212621531, 'avg_value_by_weight': 0.8009148605352618, 'max_value': -0.9218921028626852, 'max_value_by_weight': 0.2537936692916336, 'min_value': 0.6051478211764707, 'min_value_by_weight': 0.2630260992561513, 'weight': 0.6408493641918263}"
384,1337,23.193358,"{'avg_value': 0.06958222010165827, 'avg_value_by_weight': 0.7116291517915097, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.22733163155993996, 'min_value': 0.14717990864226427, 'min_value_by_weight': 0.27920559253836164, 'weight': 0.4583597701420663}"
385,470,18.884065,"{'avg_value': -0.6785447075973894, 'avg_value_by_weight': 0.43398743973531295, 'max_value': -0.6790526114175703, 'max_value_by_weight': 0.03680013615762889, 'min_value': 0.7490077515876474, 'min_value_by_weight': 0.20433527809673446, 'weight': -0.16288437019536683}"
386,470,15.300384,"{'avg_value': -0.9639407985775577, 'avg_value_by_weight': 0.7543414612620205, 'max_value': -0.5005026358801743, 'max_value_by_weight': -0.4187590902210634, 'min_value': 0.6485666065976967, 'min_value_by_weight': 0.22223479212804076, 'weight': 0.4269890265968239}"
387,1337,35.314043,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
388,1337,20.111138999999998,"{'avg_value': 0.054717408411625534, 'avg_value_by_weight': 0.9059163262343282, 'max_value': -0.6614794511958435, 'max_value_by_weight': -0.017349159775132295, 'min_value': 0.2662916159146478, 'min_value_by_weight': 0.3176446813595808, 'weight': 0.41468344621245445}"
389,470,27.366829,"{'avg_value': -0.6785447075973894, 'avg_value_by_weight': 0.43398743973531295, 'max_value': -0.6790526114175703, 'max_value_by_weight': 0.03680013615762889, 'min_value': 0.7490077515876474, 'min_value_by_weight': 0.20433527809673446, 'weight': -0.16288437019536683}"
390,470,17.037748999999998,"{'avg_value': -0.9379594513010081, 'avg_value_by_weight': 0.5268446191928629, 'max_value': -0.7407191598519425, 'max_value_by_weight': 0.12576076927949464, 'min_value': 0.6920019202550747, 'min_value_by_weight': 0.2936096131601147, 'weight': -0.16288437019536683}"
391,470,18.354138,"{'avg_value': -0.6757114506119679, 'avg_value_by_weight': 0.8511919113169368, 'max_value': -0.7554310029006459, 'max_value_by_weight': -0.692767944340851, 'min_value': 0.3753629565569969, 'min_value_by_weight': 0.5353223001526153, 'weight': -0.072049421214061}"
392,578,14.109266000000002,"{'avg_value': -0.7494960046512144, 'avg_value_by_weight': 0.36889342748754017, 'max_value': -0.8261345558710296, 'max_value_by_weight': 0.07226650678784496, 'min_value': 0.07393251011519952, 'min_value_by_weight': 0.8137156409938191, 'weight': 0.45523947059474734}"
393,578,81.16679199999999,"{'avg_value': -0.7619457105978693, 'avg_value_by_weight': 0.7111407941732144, 'max_value': -0.5613536837047737, 'max_value_by_weight': 0.6839592402728383, 'min_value': 0.4090100698973944, 'min_value_by_weight': -0.47282001516031524, 'weight': 0.07969310821862075}"
394,578,21.668833,"{'avg_value': -0.8065310290206391, 'avg_value_by_weight': 0.7838670003247288, 'max_value': -0.9101213866776603, 'max_value_by_weight': 0.5094880903368326, 'min_value': 0.8886876287230514, 'min_value_by_weight': -0.1104312516878635, 'weight': 0.3461685727790189}"
